GEO_CODE,GEO_NAME,MEAN_AGE
4618055,"Dog Creek 46, IRI",27.7
4618056,"West Interlake, MU",44.8
4618060,"Grahamdale, RM",45.9
4618063,"Little Saskatchewan 48, IRI",28.6
4618067,"Fairford (Part) 50, IRI",27.9
4618068,"Fisher, RM",42.3
4618074,"Arborg, T",43
4618076,"Bifrost-Riverton, MU",38.5
4618091,"Division No. 18, Unorganized, East Part, NO",55.8
4619045,"Division No. 19, Unorganized, NO",39.2
4619050,"Fort Alexander 3, IRI",30.6
4619051,"Little Grand Rapids 14, IRI",27.6
4619052,"Bloodvein 12, IRI",25.9
4619053,"Hole or Hollow Water 10, IRI",29.6
4619054,"Black River 9, IRI",24.3
4619056,"Fisher River 44, IRI",32
4619058,"Fisher River 44A, IRI",23.6
4619059,"Peguis 1B, IRI",32.5
4619061,"Jackhead 43, IRI",32.8
4619068,"Crane River 51, IRI",27.7
4619069,"Waterhen 45, IRI",32.3
4619070,"Pine Creek 66A, IRI",29.5
4619072,"Shoal River Indian Reserve 65A, IRI",25.1
4619075,"Poplar River 16, IRI",26.5
4619077,"Berens River 13, IRI",26.5
4619079,"Pauingassi First Nation, IRI",29.1
4620032,"Mountain (South), RM",45.3
4620042,"Swan Valley West, MU",42.7
4620048,"Swan River, T",44.8
4620051,"Minitonas-Bowsman, MU",43.2
4620055,"Mountain (North), RM",43.8
4620066,"Division No. 20, Unorganized, South Part, NO",56.9
4620069,"Division No. 20, Unorganized, North Part, NO",42.9
4621025,"Grand Rapids, T",32.2
4621027,"Grand Rapids 33, IRI",28.1
4621029,"Chemawawin 2, IRI",24.1
4621033,"Opaskwayak Cree Nation 21A, IRI",34.2
4621040,"Opaskwayak Cree Nation 21I, IRI",36.3
4621043,"Opaskwayak Cree Nation 21E, IRI",28.5
4621045,"The Pas, T",37.3
4621052,"Kelsey, RM",38.1
4621058,"Moose Lake 31A, IRI",24.8
4621064,"Flin Flon (Part), CY",41.5
4621071,"Snow Lake, T",42.5
4621078,"Division No. 21, Unorganized, NO",44.8
4622026,"Thompson, CY",32.1
4622046,"Division No. 22, Unorganized, NO",33.8
4622048,"Garden Hill First Nation, IRI",24.9
4622049,"God's Lake 23, IRI",27.8
4622050,"Oxford House 24, IRI",26.8
4622051,"Cross Lake 19, IRI",29.1
4622052,"Cross Lake 19A, IRI",25.1
4622055,"God's River 86A, IRI",23.4
4622056,"Red Sucker Lake 1976, IRI",25.6
4622058,"Norway House 17, IRI",27.6
4622059,"Nelson House 170, IRI",26.8
4622063,"Split Lake (Part) 171, IRI",25.4
4622064,"Ilford, S-É",31.8
4622065,"York Landing, IRI",27.8
4622067,"Cross Lake 19E, IRI",26.1
4622800,"Wasagamack, IRI",24.4
4622801,"St. Theresa Point, IRI",24.5
4623022,"Gillam, T",30.4
4623027,"Fox Lake 2, IRI",31
4623034,"Leaf Rapids, T",30.5
4623037,"South Indian Lake, S-É",26.7
4623047,"Lynn Lake, T",35.8
4623056,"Churchill, T",36.3
4623058,"Churchill 1, IRI",31.8
4623062,"Division No. 23, Unorganized, NO",28
4623064,"Pukatawagan 198, IRI",24.4
4623065,"Brochet 197, IRI",27.1
4623067,"Lac Brochet 197A, IRI",28.7
4623071,"Shamattawa 1, IRI",24.2
4701001,"Argyle No. 1, RM",36.8
4701002,"Gainsborough, VL",44
4701004,"Carievale, VL",36.4
4701006,"Mount Pleasant No. 2, RM",37.2
4701008,"Carnduff, T",41.9
4701011,"Enniskillen No. 3, RM",42.2
4701012,"Glen Ewen, VL",38.9
4701014,"Oxbow, T",37.6
4701016,"Coalfields No. 4, RM",40.5
4701017,"Frobisher, VL",36.5
4701018,"North Portal, VL",41.9
4701019,"Roche Percée, VL",37.6
4701021,"Bienfait, T",36.3
4701022,"Estevan No. 5, RM",38
4701024,"Estevan, CY",38.3
4701027,"Benson No. 35, RM",38.3
4701031,"Browning No. 34, RM",38.8
4701032,"Lampman, T",39.2
4701036,"Moose Creek No. 33, RM",39.9
4701037,"Alameda, T",40.2
4701039,"Reciprocity No. 32, RM",40
4701041,"Alida, VL",45
4701043,"Storthoaks No. 31, RM",38.8
4701044,"Storthoaks, VL",32.6
4701047,"Antler No. 61, RM",41.4
4701049,"Redvers, T",40.9
4701053,"Moose Mountain No. 63, RM",40.2
4701054,"Manor, VL",37.9
4701056,"Carlyle, T",38
4701058,"Brock No. 64, RM",41
4701059,"Arcola, T",36.2
4701061,"Kisbey, VL",46.8
4701063,"Tecumseh No. 65, RM",43.2
4701064,"Forget, VL",38.6
4701066,"Stoughton, T",46.5
4701067,"Heward, VL",34.2
4701069,"Golden West No. 95, RM",43.6
4701072,"Hazelwood No. 94, RM",44.6
4701076,"Wawken No. 93, RM",47.8
4701077,"Kennedy, VL",43.5
4701078,"Wawota, T",46.8
4701079,"Kenosee Lake, VL",44.2
4701091,"Walpole No. 92, RM",39.5
4701094,"Maryfield No. 91, RM",40.8
4701096,"Maryfield, VL",41.3
4701098,"Fairlight, VL",46.2
4701808,"White Bear 70, IRI",34.6
4701809,"Ocean Man 69, IRI",26
4701819,"Pheasant Rump Nakota 68, IRI",31.4
4702001,"Cambria No. 6, RM",38.3
4702002,"Torquay, VL",33.4
4702006,"Souris Valley No. 7, RM",43.4
4702008,"Tribune, VL",42.4
4702011,"Lake Alma No. 8, RM",41.4
4702014,"Surprise Valley No. 9, RM",40.2
4702016,"Minton, VL",43.5
4702018,"Happy Valley No. 10, RM",41.8
4702023,"Bengough, T",52.9
4702024,"Bengough No. 40, RM",47.9
4702026,"The Gap No. 39, RM",44.7
4702028,"Ceylon, VL",41.9
4702029,"Laurier No. 38, RM",37.4
4702031,"Radville, T",42.7
4702033,"Lomond No. 37, RM",39.6
4702037,"Cymri No. 36, RM",39.2
4702038,"Halbrite, VL",37.9
4702039,"Midale, T",36.8
4702041,"Macoun, VL",34.7
4702042,"Griffin No. 66, RM",36.1
4702044,"Weyburn No. 67, RM",36.5
4702047,"Weyburn, CY",40.7
4702048,"McTaggart, VL",38.3
4702051,"Brokenshell No. 68, RM",40.9
4702052,"Norton No. 69, RM",46
4702054,"Pangman, VL",45.5
4702057,"Key West No. 70, RM",46.7
4702058,"Ogema, T",41.8
4702061,"Elmsthorpe No. 100, RM",46.1
4702062,"Avonlea, VL",45.8
4702066,"Caledonia No. 99, RM",42
4702067,"Milestone, T",37.9
4702069,"Scott No. 98, RM",39
4702071,"Lang, VL",39.4
4702072,"Yellow Grass, T",33.1
4702073,"Wellington No. 97, RM",40.1
4702076,"Fillmore No. 96, RM",47.2
4702078,"Fillmore, VL",43.8
4702079,"Creelman, VL",42.7
4703001,"Hart Butte No. 11, RM",38
4703004,"Coronach, T",43
4703006,"Poplar Valley No. 12, RM",42.6
4703009,"Rockglen, T",47.8
4703011,"Old Post No. 43, RM",41.6
4703016,"Glen McPherson No. 46, RM",47.9
4703018,"Mankota No. 45, RM",48.6
4703019,"Mankota, VL",54.9
4703022,"Waverley No. 44, RM",43.4
4703026,"Willow Bunch No. 42, RM",49.2
4703028,"Willow Bunch, T",50.5
4703029,"Excel No. 71, RM",41.1
4703034,"Lake of the Rivers No. 72, RM",44.4
4703036,"Assiniboia, T",48.5
4703038,"Stonehenge No. 73, RM",46.2
4703041,"Limerick, VL",49.1
4703042,"Wood River No. 74, RM",44.2
4703044,"Lafleche, T",47.5
4703048,"Pinto Creek No. 75, RM",35.3
4703051,"Kincaid, VL",43.4
4703052,"Hazenmore, VL",37.7
4703054,"Auvergne No. 76, RM",38.2
4703058,"Ponteix, T",47.1
4703059,"Whiska Creek No. 106, RM",33.2
4703061,"Neville, VL",36.9
4703062,"Vanguard, VL",46.1
4703064,"Glen Bain No. 105, RM",47.8
4703068,"Gravelbourg No. 104, RM",42.3
4703071,"Gravelbourg, T",45.7
4703074,"Sutton No. 103, RM",41.7
4703092,"Mossbank, T",45.2
4703093,"Lake Johnston No. 102, RM",40.8
4703096,"Terrell No. 101, RM",42.3
4704002,"Val Marie, VL",44.2
4704003,"Val Marie No. 17, RM",37.8
4704006,"Lone Tree No. 18, RM",40.2
4704009,"Climax, VL",41.4
4704011,"Frontier No. 19, RM",37.3
4704012,"Frontier, VL",38.6
4704019,"Reno No. 51, RM",43.1
4704021,"Consul, VL",45.6
4704024,"White Valley No. 49, RM",39.7
4704026,"Eastend, T",50.6
4704028,"Wise Creek No. 77, RM",46.6
4704029,"Cadillac, VL",46.3
4704034,"Grassy Creek No. 78, RM",40.7
4704036,"Shaunavon, T",43
4704038,"Arlington No. 79, RM",37.3
4704045,"Maple Creek No. 111, RM",39.8
4704048,"Maple Creek, T",44.7
4704050,"Piapot No. 110, RM",45.4
4704054,"Carmichael No. 109, RM",37.2
4704056,"Carmichael, VL",41.2
4704058,"Bone Creek No. 108, RM",38
4704061,"Lac Pelletier No. 107, RM",41.5
4704802,"Nekaneet Cree Nation, IRI",30
4705001,"Moosomin No. 121, RM",40.7
4705002,"Fleming, T",37.5
4705004,"Moosomin, T",42.2
4705006,"Welwyn, VL",45.6
4705007,"Martin No. 122, RM",43.6
4705009,"Wapella, T",37.7
4705011,"Silverwood No. 123, RM",42.3
4705014,"Kingsley No. 124, RM",42.9
4705016,"Kipling, T",43.9
4705018,"Chester No. 125, RM",40.6
4705019,"Windthorst, VL",50.2
4705021,"Glenavon, VL",48.1
4705024,"Wolseley, T",48.7
4705027,"Wolseley No. 155, RM",42.1
4705028,"Elcapo No. 154, RM",42.7
4705029,"Grenfell, T",46.8
4705031,"Broadview, T",51.7
4705033,"Willowdale No. 153, RM",44.8
4705034,"Whitewood, T",45.5
4705037,"Rocanville No. 151, RM",39.1
4705038,"Rocanville, T",38
4705041,"Spy Hill No. 152, RM",40.4
4705042,"Tantallon, VL",51.2
4705043,"Spy Hill, VL",50.5
4705044,"Gerald, VL",37.4
4705047,"Langenburg No. 181, RM",40.6
4705048,"Langenburg, T",42.2
4705049,"Yarbo, VL",41
4705051,"Fertile Belt No. 183, RM",43.6
4705052,"Esterhazy, T",43.3
4705055,"Bird's Point, RV",50.3
4705056,"Stockholm, VL",44.9
4705057,"Grayson No. 184, RM",46.7
4705058,"Dubuc, VL",52.7
4705059,"Grayson, VL",47.1
4705062,"Killaly, VL",36
4705063,"McLeod No. 185, RM",44.7
4705064,"Neudorf, VL",49.7
4705066,"Lemberg, T",46
4705067,"Stanley No. 215, RM",44.5
4705069,"Goodeve, VL",58.2
4705073,"Cana No. 214, RM",41.1
4705074,"Melville, CY",45.2
4705077,"Saltcoats No. 213, RM",38.9
4705078,"Saltcoats, T",44.2
4705079,"Bredenbury, T",38.9
4705093,"Churchbridge No. 211, RM",42.3
4705094,"Churchbridge, T",40.3
4705096,"MacNutt, VL",43.7
4705803,"Cowessess 73, IRI",33.3
4705804,"Kahkewistahaw 72, IRI",28.4
4705805,"Sakimay 74, IRI",28.4
4705806,"Ochapowace 71, IRI",28.5
4705807,"Shesheep 74A, IRI",63.3
4706001,"Montmartre No. 126, RM",38.9
4706002,"Montmartre, VL",46.4
4706003,"Kendal, VL",37.5
4706004,"Francis No. 127, RM",38.6
4706006,"Odessa, VL",40.4
4706007,"Vibank, VL",39.1
4706008,"Sedley, VL",34.1
4706009,"Francis, T",38.5
4706011,"Lajord No. 128, RM",38.9
4706013,"Bratt's Lake No. 129, RM",43
4706014,"Wilcox, VL",34.2
4706016,"Redburn No. 130, RM",40.7
4706017,"Rouleau, T",37.6
4706018,"Briercrest, VL",39
4706019,"Drinkwater, VL",39.2
4706021,"Pense No. 160, RM",38.7
4706022,"Belle Plaine, VL",38.3
4706023,"Pense, T",33.9
4706026,"Sherwood No. 159, RM",41.3
4706027,"Regina, CY",38.4
4706028,"Grand Coulee, VL",32
4706029,"Edenwold No. 158, RM",37.6
4706030,"White City, T",33
4706031,"Pilot Butte, T",36.6
4706032,"Balgonie, T",34.2
4706033,"Edenwold, VL",34.1
4706034,"South Qu'Appelle No. 157, RM",40.8
4706036,"Qu'Appelle, T",40.4
4706037,"McLean, VL",31.1
4706038,"Indian Head No. 156, RM",42.8
4706039,"Indian Head, T",43.5
4706041,"Sintaluta, T",41.6
4706042,"Abernethy No. 186, RM",44.1
4706045,"Fort San, RV",47
4706046,"Abernethy, VL",39.6
4706047,"Balcarres, T",48.1
4706048,"North Qu'Appelle No. 187, RM",46.9
4706049,"Lebret, VL",40
4706050,"Katepwa, RV",58.8
4706051,"Fort Qu'Appelle, T",46.3
4706052,"B-Say-Tah, RV",56.1
4706053,"Lumsden No. 189, RM",41.8
4706054,"Disley, VL",39
4706055,"Buena Vista, VL",44.2
4706056,"Lumsden, T",40.8
4706058,"Regina Beach, T",46
4706059,"Dufferin No. 190, RM",41
4706060,"Wee Too Beach, RV",52.4
4706061,"Bethune, VL",39.4
4706062,"Findlater, VL",48.1
4706063,"Sarnia No. 221, RM",41.8
4706064,"Chamberlain, VL",41.9
4706065,"Alice Beach, RV",59.4
4706067,"Holdfast, VL",41.7
4706068,"Dilke, VL",54.3
4706070,"Longlaketon No. 219, RM",40.2
4706071,"McKillop No. 220, RM",49.6
4706072,"Saskatchewan Beach, RV",46.7
4706073,"Bulyea, VL",43.9
4706074,"Strasbourg, T",48.5
4706075,"Kannata Valley, RV",58.9
4706077,"Silton, VL",49.4
4706078,"Craven, VL",41
4706079,"Earl Grey, VL",47.3
4706080,"Glen Harbour, RV",54.7
4706081,"North Grove, RV",51
4706085,"Island View, RV",55
4706091,"Cupar No. 218, RM",41.7
4706092,"Southey, T",38.2
4706093,"Markinch, VL",43
4706094,"Cupar, T",46.5
4706096,"Lipton No. 217, RM",43.8
4706097,"Dysart, VL",50.9
4706098,"Lipton, VL",42.8
4706099,"Tullymet No. 216, RM",47.5
4706809,"Piapot 75, IRI",29.6
4706810,"Assiniboine 76, IRI",36.4
4706811,"Standing Buffalo 78, IRI",31.3
4706812,"Pasqua 79, IRI",30
4706813,"Muscowpetung 80, IRI",30.7
4706814,"Little Black Bear 84, IRI",29.1
4706815,"Okanese 82, IRI",29.1
4706816,"Peepeekisis 81, IRI",30.3
4706818,"Star Blanket 83, IRI",32.1
4706820,"Wa-Pii Moos-Toosis (White Calf) 83A, IRI",33
4707001,"Baildon No. 131, RM",39.5
4707004,"Hillsborough No. 132, RM",45.8
4707006,"Rodgers No. 133, RM",44.8
4707011,"Shamrock No. 134, RM",46.8
4707014,"Lawtonia No. 135, RM",40.4
4707016,"Hodgeville, VL",44
4707018,"Coulee No. 136, RM",37.1
4707020,"Beaver Flat, RV",54.6
4707021,"Excelsior No. 166, RM",38.7
4707022,"Waldeck, VL",39
4707023,"Rush Lake, VL",40.1
4707024,"Morse No. 165, RM",41.1
4707026,"Herbert, T",46.8
4707027,"Morse, T",50.8
4707029,"Chaplin No. 164, RM",42.6
4707031,"Chaplin, VL",44.5
4707032,"Wheatlands No. 163, RM",47.3
4707034,"Mortlach, VL",42.7
4707036,"Caron No. 162, RM",40.6
4707037,"Caronport, VL",32
4707038,"Moose Jaw No. 161, RM",38.8
4707039,"Moose Jaw, CY",41.8
4707042,"Marquis No. 191, RM",44.5
4707043,"Tuxford, VL",40.3
4707044,"Marquis, VL",40.3
4707045,"Sun Valley, RV",50.2
4707047,"Eyebrow No. 193, RM",44.3
4707048,"Brownlee, VL",51.5
4707049,"Eyebrow, VL",52
4707051,"South Lake, RV",52.1
4707053,"Enfield No. 194, RM",43.2
4707054,"Central Butte, T",55
4707058,"Canaan No. 225, RM",43
4707059,"Lucky Lake, VL",46.8
4707062,"Beechy, VL",48.1
4707063,"Victory No. 226, RM",42.5
4707066,"King George No. 256, RM",43.4
4707067,"Coteau No. 255, RM",43.6
4707068,"Coteau Beach, RV",58
4707071,"Maple Bush No. 224, RM",45.8
4707072,"Riverhurst, VL",53.7
4707074,"Mistusinne, RV",59
4707076,"Huron No. 223, RM",43.7
4707077,"Tugaske, VL",52
4707091,"Craik No. 222, RM",47.3
4707092,"Craik, T",49
4707093,"Aylesbury, VL",49.9
4708001,"Swift Current No. 137, RM",39.3
4708004,"Swift Current, CY",42.3
4708006,"Webb No. 138, RM",41.7
4708008,"Webb, VL",47.2
4708009,"Gull Lake No. 139, RM",43.1
4708011,"Gull Lake, T",44.9
4708012,"Tompkins, VL",54.1
4708016,"Big Stick No. 141, RM",43.1
4708021,"Enterprise No. 142, RM",43.7
4708022,"Richmound, VL",42.5
4708024,"Fox Valley No. 171, RM",36.3
4708026,"Fox Valley, VL",39.8
4708028,"Pittville No. 169, RM",41.9
4708029,"Hazlet, VL",38.4
4708031,"Riverside No. 168, RM",44.2
4708032,"Cabri, T",50.5
4708034,"Pennant, VL",41.2
4708036,"Success, VL",38.4
4708038,"Saskatchewan Landing No. 167, RM",42.2
4708039,"Stewart Valley, VL",43.8
4708042,"Lacadena No. 228, RM",48.2
4708044,"Kyle, T",50.5
4708046,"Miry Creek No. 229, RM",42.3
4708048,"Abbey, VL",47.3
4708049,"Lancer, VL",43.7
4708053,"Clinworth No. 230, RM",45.9
4708054,"Sceptre, VL",47.7
4708056,"Happyland No. 231, RM",44.6
4708057,"Prelate, VL",37.7
4708058,"Leader, T",43.9
4708061,"Deer Forks No. 232, RM",44.7
4708062,"Burstall, T",40.7
4708065,"Chesterfield No. 261, RM",40.4
4708068,"Eatonia, T",42.9
4708071,"Newcombe No. 260, RM",37.7
4708074,"Snipe Lake No. 259, RM",45.2
4708076,"Eston, T",43
4708092,"Monet No. 257, RM",39.5
4708094,"Elrose, T",47.9
4709001,"Calder No. 241, RM",46.8
4709002,"Calder, VL",50.5
4709006,"Wallace No. 243, RM",41.8
4709009,"Rhein, VL",36.4
4709011,"Orkney No. 244, RM",40.8
4709012,"Yorkton, CY",42
4709014,"Ebenezer, VL",37.5
4709016,"Springside, T",39.9
4709019,"Garry No. 245, RM",41.7
4709023,"Insinger No. 275, RM",49.2
4709024,"Sheho, VL",50.2
4709028,"Theodore, VL",53.5
4709029,"Good Lake No. 274, RM",50.4
4709032,"Canora, T",49
4709033,"Sliding Hills No. 273, RM",48.5
4709037,"Cote No. 271, RM",49.5
4709038,"Togo, VL",49.6
4709039,"Kamsack, T",45
4709042,"St. Philips No. 301, RM",50.2
4709044,"Pelly, VL",45.7
4709046,"Keys No. 303, RM",44.9
4709049,"Buchanan No. 304, RM",50.7
4709053,"Buchanan, VL",48.7
4709054,"Invermay No. 305, RM",45
4709056,"Rama, VL",47.7
4709058,"Invermay, VL",46.6
4709060,"Hazel Dell No. 335, RM",47
4709061,"Lintlaw, VL",42.7
4709062,"Preeceville No. 334, RM",43.2
4709064,"Preeceville, T",49.5
4709065,"Endeavour, VL",49.6
4709066,"Sturgis, T",43.4
4709067,"Clayton No. 333, RM",44.7
4709069,"Stenen, VL",45.1
4709071,"Hyas, VL",54.2
4709072,"Norquay, T",51.2
4709075,"Livingston No. 331, RM",45.4
4709819,"Cote 64, IRI",28
4709820,"Keeseekoose 66, IRI",27
4709821,"The Key 65, IRI",27.8
4710003,"Ituna Bon Accord No. 246, RM",45.1
4710004,"Ituna, T",48.3
4710008,"Kellross No. 247, RM",48.5
4710009,"Kelliher, VL",50.6
4710011,"Leross, VL",46.5
4710012,"Lestock, VL",50.4
4710014,"Touchwood No. 248, RM",39.4
4710022,"Semans, VL",49.8
4710024,"Mount Hope No. 279, RM",44
4710027,"Raymore, T",46.5
4710028,"Quinton, VL",36.3
4710029,"Punnichy, VL",37.9
4710031,"Emerald No. 277, RM",52
4710036,"Foam Lake No. 276, RM",48.5
4710038,"Foam Lake, T",47.9
4710041,"Elfros No. 307, RM",45.5
4710043,"Elfros, VL",49.2
4710046,"Big Quill No. 308, RM",46.2
4710047,"Wynyard, T",45.2
4710052,"Prairie Rose No. 309, RM",43.1
4710054,"Jansen, VL",55.8
4710056,"Leroy No. 339, RM",41.1
4710058,"Leroy, T",41.2
4710061,"Lakeside No. 338, RM",40.8
4710062,"Watson, T",47.4
4710064,"Quill Lake, VL",49.1
4710066,"Lakeview No. 337, RM",42.3
4710068,"Wadena, T",49.1
4710071,"Sasman No. 336, RM",45.8
4710072,"Margo, VL",45.6
4710822,"Muskowekwan 85, IRI",28.6
4710823,"Gordon 86, IRI",27.3
4710824,"Day Star 87, IRI",30
4710825,"Poorman 88, IRI",26.4
4710826,"Fishing Lake 89, IRI",28.7
4711002,"Duval, VL",47.1
4711003,"Last Mountain Valley No. 250, RM",48.3
4711004,"Govan, T",48.9
4711006,"Big Arm No. 251, RM",46.4
4711008,"Imperial, T",49
4711009,"Liberty, VL",45.5
4711011,"Arm River No. 252, RM",40.7
4711014,"Davidson, T",43.8
4711016,"Willner No. 253, RM",42.4
4711018,"Loreburn No. 254, RM",44.5
4711019,"Elbow, VL",50.4
4711021,"Loreburn, VL",47.8
4711022,"Strongfield, VL",44.8
4711024,"Hawarden, VL",51.6
4711026,"Rudy No. 284, RM",37.3
4711027,"Outlook, T",44.5
4711028,"Broderick, VL",37.7
4711029,"Glenside, VL",31
4711031,"Rosedale No. 283, RM",37.5
4711032,"Hanley, T",42.4
4711034,"McCraney No. 282, RM",43.2
4711036,"Kenaston, VL",41.4
4711038,"Bladworth, VL",42.9
4711039,"Wood Creek No. 281, RM",48.2
4711041,"Simpson, VL",46.6
4711042,"Wreford No. 280, RM",45.9
4711044,"Nokomis, T",47.1
4711046,"Usborne No. 310, RM",40.8
4711048,"Drake, VL",42.7
4711049,"Lanigan, T",42.5
4711052,"Morris No. 312, RM",42.5
4711053,"Watrous, T",44.9
4711054,"Manitou Beach, RV",52.1
4711056,"Young, VL",42.5
4711059,"Lost River No. 313, RM",37.9
4711060,"Thode, RV",39
4711061,"Dundurn No. 314, RM",30.1
4711063,"Dundurn, T",35.7
4711064,"Shields, RV",41.3
4711065,"Corman Park No. 344, RM",40.6
4711066,"Saskatoon, CY",38.2
4711067,"Langham, T",36.7
4711068,"Warman, CY",32.4
4711069,"Blucher No. 343, RM",40.2
4711070,"Martensville, CY",30.8
4711071,"Bradwell, VL",32.6
4711072,"Allan, T",37.7
4711073,"Dalmeny, T",35.7
4711075,"Osler, T",33.2
4711076,"Colonsay No. 342, RM",45.9
4711077,"Clavet, VL",32.7
4711078,"Meacham, VL",43.2
4711079,"Colonsay, T",38.6
4711091,"Viscount No. 341, RM",44.4
4711092,"Viscount, VL",39.3
4711094,"Plunkett, VL",55.1
4711096,"Wolverine No. 340, RM",39.8
4711828,"Whitecap, IRI",29.2
4712001,"Pleasant Valley No. 288, RM",38.5
4712004,"St. Andrews No. 287, RM",38.6
4712006,"Rosetown, T",45.9
4712008,"Zealandia, T",43.9
4712011,"Milden No. 286, RM",40.8
4712012,"Milden, VL",53
4712014,"Wiseton, VL",47
4712016,"Dinsmore, VL",48.6
4712019,"Macrorie, VL",46.7
4712020,"Fertile Valley No. 285, RM",37.8
4712022,"Conquest, VL",41.6
4712026,"Montrose No. 315, RM",39.1
4712029,"Harris No. 316, RM",48.5
4712032,"Harris, VL",47.1
4712034,"Marriott No. 317, RM",42.9
4712038,"Mountain View No. 318, RM",39.8
4712042,"Biggar No. 347, RM",40.6
4712046,"Biggar, T",44.4
4712050,"Perdue No. 346, RM",37.1
4712051,"Perdue, VL",44.5
4712052,"Kinley, VL",41.6
4712054,"Vanscoy No. 345, RM",42.2
4712056,"Delisle, T",37.7
4712058,"Vanscoy, VL",37.2
4712059,"Asquith, T",35.1
4712064,"Eagle Creek No. 376, RM",39.1
4712069,"Glenside No. 377, RM",43.7
4712072,"Rosemount No. 378, RM",43.1
4712078,"Battle River No. 438, RM",41.5
4712079,"Battleford, T",40.6
4712829,"Red Pheasant 108, IRI",28.2
4712830,"Mosquito 109, IRI",25.6
4712832,"Grizzly Bear's Head 110 and Lean Man 111, IRI",24.5
4712833,"Sweet Grass 113, IRI",30.7
4713002,"Brock, VL",37.1
4713006,"Kindersley No. 290, RM",38.3
4713008,"Kindersley, T",40.5
4713009,"Flaxcombe, VL",34.4
4713011,"Milton No. 292, RM",42.8
4713014,"Marengo, VL",36.1
4713016,"Antelope Park No. 322, RM",46.8
4713019,"Prairiedale No. 321, RM",36.9
4713022,"Smiley, VL",42.3
4713024,"Oakdale No. 320, RM",42
4713026,"Coleville, VL",38.5
4713028,"Winslow No. 319, RM",37.4
4713029,"Dodsland, VL",38.9
4713031,"Plenty, VL",35.5
4713032,"Grandview No. 349, RM",41.3
4713038,"Mariposa No. 350, RM",42.8
4713039,"Tramping Lake, VL",45.5
4713041,"Progress No. 351, RM",43.2
4713042,"Kerrobert, T",42.3
4713044,"Luseland, T",42.2
4713046,"Heart's Hill No. 352, RM",41
4713049,"Eye Hill No. 382, RM",38.9
4713051,"Macklin, T",37.2
4713053,"Primate, VL",37.9
4713054,"Denzil, VL",37.7
4713056,"Grass Lake No. 381, RM",42.7
4713059,"Tramping Lake No. 380, RM",37.1
4713062,"Scott, T",48
4713064,"Reford No. 379, RM",43.7
4713067,"Landis, VL",43.1
4713068,"Buffalo No. 409, RM",42.1
4713069,"Wilkie, T",45
4713072,"Round Valley No. 410, RM",41
4713074,"Unity, T",41.2
4713076,"Senlac No. 411, RM",46
4713078,"Senlac, VL",52.4
4713079,"Manitou Lake No. 442, RM",39.4
4713091,"Marsden, VL",37.1
4713092,"Hillsdale No. 440, RM",38
4713094,"Neilburg, VL",37.2
4713096,"Cut Knife No. 439, RM",46
4713098,"Cut Knife, T",41.2
4713835,"Poundmaker 114, IRI",28
4713836,"Little Pine 116, IRI",28.7
4714001,"Hudson Bay No. 394, RM",45.3
4714004,"Hudson Bay, T",46.8
4714006,"Porcupine No. 395, RM",49.5
4714007,"Porcupine Plain, T",44.2
4714009,"Weekes, VL",52.8
4714021,"Kelvington No. 366, RM",47.6
4714022,"Kelvington, T",51.9
4714023,"Ponass Lake No. 367, RM",48.5
4714024,"Rose Valley, T",47.8
4714025,"Fosston, VL",53.6
4714026,"Spalding No. 368, RM",43.2
4714028,"Spalding, VL",42.3
4714030,"Pleasantdale, VL",46.1
4714032,"Naicam, T",45.9
4714034,"Barrier Valley No. 397, RM",46.4
4714035,"Pleasantdale No. 398, RM",46.8
4714036,"Archerwill, VL",45.1
4714038,"Bjorkdale No. 426, RM",47.9
4714039,"Mistatim, VL",54
4714041,"Bjorkdale, VL",41.2
4714043,"Tisdale No. 427, RM",41.3
4714044,"Tisdale, T",45.8
4714047,"Star City No. 428, RM",42.4
4714049,"Star City, T",44.8
4714051,"Melfort, CY",42.1
4714053,"Willow Creek No. 458, RM",45.9
4714056,"Connaught No. 457, RM",43.6
4714058,"Ridgedale, VL",44.2
4714059,"Arborfield No. 456, RM",47.2
4714061,"Zenon Park, VL",38.6
4714062,"Arborfield, T",50.7
4714067,"Moose Range No. 486, RM",40.3
4714068,"Tobin Lake, RV",49.6
4714069,"Carrot River, T",45.5
4714072,"Nipawin No. 487, RM",44.1
4714073,"Aylsham, VL",48.5
4714074,"Codette, VL",48.4
4714076,"Nipawin, T",42.9
4714077,"Torch River No. 488, RM",47.2
4714079,"White Fox, VL",43.8
4714091,"Love, VL",47.6
4714092,"Choiceland, T",43.9
4714093,"Smeaton, VL",54.6
4714839,"Shoal Lake 28A, IRI",29.3
4714840,"Red Earth 29, IRI",23.7
4714841,"Yellowquill 90, IRI",26.1
4714842,"Kinistin 91, IRI",24.2
4714843,"Yellow Quill 90-9, IRI",29.7
4714845,"Carrot River 29A, IRI",21.1
4715001,"St. Peter No. 369, RM",40
4715002,"Englefeld, VL",37.6
4715003,"St. Gregor, VL",39.1
4715004,"Muenster, VL",40.7
4715005,"Annaheim, VL",39.6
4715006,"Lake Lenore, VL",36
4715007,"Humboldt No. 370, RM",40.4
4715008,"Humboldt, CY",44
4715011,"Bayne No. 371, RM",39.9
4715012,"Bruno, T",44.8
4715014,"Grant No. 372, RM",37.5
4715016,"Prud'Homme, VL",38.4
